"","X","path_length_microns","neurite_number","path_length_sum","neurite_per_sum","morphological_long_axon_present","morphological_short_axon_present","date","cell","condition","timepoint"
"221",69,4.82842712474619,15,273.09161116192,0.0176806131254004,FALSE,FALSE,"plated_03-06-23","e254a_008","E254A",1
"222",70,4.66274169979695,16,273.09161116192,0.0170739103993654,FALSE,FALSE,"plated_03-06-23","e254a_008","E254A",1
"223",71,3.43038960818102,17,273.09161116192,0.0125613144746035,FALSE,FALSE,"plated_03-06-23","e254a_008","E254A",1
"224",72,23.4068398069627,1,81.0110437126395,0.288933937081356,FALSE,FALSE,"plated_03-06-23","e254a_009","E254A",1
"225",73,15.4872438576735,2,81.0110437126395,0.191174476317198,FALSE,FALSE,"plated_03-06-23","e254a_009","E254A",1
"226",74,15.3310341409729,3,81.0110437126395,0.189246224198207,FALSE,FALSE,"plated_03-06-23","e254a_009","E254A",1
"227",75,14.9728619408375,4,81.0110437126395,0.184824947990411,FALSE,FALSE,"plated_03-06-23","e254a_009","E254A",1
"228",76,11.8130639661929,5,81.0110437126395,0.145820414412829,FALSE,FALSE,"plated_03-06-23","e254a_009","E254A",1
"229",77,88.01855694,1,121.472775288,0.72459492862756,TRUE,TRUE,"plated_03-06-23","e254a_010_cell1","E254A",1
"230",78,11.9882251,2,121.472775288,0.0986906331198665,FALSE,FALSE,"plated_03-06-23","e254a_010_cell1","E254A",1
"231",79,10.19966329,3,121.472775288,0.0839666605609167,FALSE,FALSE,"plated_03-06-23","e254a_010_cell1","E254A",1
"232",80,7.003588258,4,121.472775288,0.0576556207050936,FALSE,FALSE,"plated_03-06-23","e254a_010_cell1","E254A",1
"233",81,4.2627417,5,121.472775288,0.0350921569865631,FALSE,FALSE,"plated_03-06-23","e254a_010_cell1","E254A",1
"234",82,37.1149975645685,1,79.3881673292724,0.467512965888599,FALSE,FALSE,"plated_03-06-23","e254a_010_cell2","E254A",1
"235",83,22.1176334658545,2,79.3881673292724,0.278601134273812,FALSE,FALSE,"plated_03-06-23","e254a_010_cell2","E254A",1
"236",84,3.7522847498308,3,79.3881673292724,0.0472650380536904,FALSE,FALSE,"plated_03-06-23","e254a_010_cell2","E254A",1
"237",85,3.61895141649746,4,79.3881673292724,0.0455855266375833,FALSE,FALSE,"plated_03-06-23","e254a_010_cell2","E254A",1
"238",86,2.98463684144669,5,79.3881673292724,0.0375954873610765,FALSE,FALSE,"plated_03-06-23","e254a_010_cell2","E254A",1
"239",87,2.89705627484771,6,79.3881673292724,0.0364922931503356,FALSE,FALSE,"plated_03-06-23","e254a_010_cell2","E254A",1
"240",88,2.74084655814722,7,79.3881673292724,0.0345246231315457,FALSE,FALSE,"plated_03-06-23","e254a_010_cell2","E254A",1
"241",89,2.5522847498308,8,79.3881673292724,0.0321494353087265,FALSE,FALSE,"plated_03-06-23","e254a_010_cell2","E254A",1
"242",90,1.60947570824874,9,79.3881673292724,0.0202734961946311,FALSE,FALSE,"plated_03-06-23","e254a_010_cell2","E254A",1
"243",91,100.0391341,1,230.747513034,0.433543715313021,TRUE,TRUE,"plated_03-06-23","e254a_011","E254A",1
"244",92,18.09083212,2,230.747513034,0.0784009841845375,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"245",93,11.82809042,3,230.747513034,0.0512598825637491,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"246",94,11.47384318,4,230.747513034,0.0497246667109663,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"247",95,5.693131308,5,230.747513034,0.0246725576069855,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"248",96,5.596075033,6,230.747513034,0.0242519408309958,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"249",97,4.851303508,7,230.747513034,0.0210242938015335,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"250",98,4.736921591,8,230.747513034,0.0205285921772948,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"251",99,4.607513225,9,230.747513034,0.0199677698121977,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"252",100,4.4836556,10,230.747513034,0.0194310029219658,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"253",101,4.2627417,11,230.747513034,0.0184736192557443,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"254",102,4.230389608,12,230.747513034,0.0183334136623031,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"255",103,4.207513225,13,230.747513034,0.0182342733391889,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"256",104,4.161760458,14,230.747513034,0.0180359926886266,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"257",105,3.917970175,15,230.747513034,0.0169794686992908,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"258",106,3.908494467,16,230.747513034,0.0169384034332977,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"259",107,3.807513225,17,230.747513034,0.01650077686618,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"260",108,3.651303508,18,230.747513034,0.015823804382507,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"261",109,3.117970175,19,230.747513034,0.0135124757532731,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"262",110,2.887580567,20,230.747513034,0.0125140268210584,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"263",111,2.818951416,21,230.747513034,0.0122166058430482,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"264",112,2.676142375,22,230.747513034,0.01159770842083,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"265",113,2.630389608,23,230.747513034,0.0113994277702678,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"266",114,2.598037517,24,230.747513034,0.0112592221811603,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"267",115,2.2209139,25,230.747513034,0.00962486603126576,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"268",116,2.198037517,26,230.747513034,0.00952572570815151,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"269",117,1.8209139,27,230.747513034,0.00789136955825692,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"270",118,1.554247233,28,230.747513034,0.00673570524147312,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"271",119,1.4209139,29,230.747513034,0.00615787308524808,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"272",120,1.255228475,30,230.747513034,0.00543983533558191,FALSE,FALSE,"plated_03-06-23","e254a_011","E254A",1
"273",121,83.38261659,1,347.270302787,0.240108687442655,TRUE,TRUE,"plated_03-06-23","e254a_012","E254A",1
"274",122,72.75385275,2,347.270302787,0.209502085741619,TRUE,TRUE,"plated_03-06-23","e254a_012","E254A",1
"275",123,32.64866761,3,347.270302787,0.0940151442492485,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"276",124,21.50619527,4,347.270302787,0.0619292669065081,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"277",125,19.29475708,5,347.270302787,0.0555612067175077,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"278",126,16.38267436,6,347.270302787,0.047175569660065,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"279",127,14.43560364,7,347.270302787,0.0415687823696636,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"280",128,12.17678691,8,347.270302787,0.0350642908773823,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"281",129,12.14443482,9,347.270302787,0.0349711297583913,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"282",130,11.3254834,10,347.270302787,0.0326128762209377,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"283",131,8.291168825,11,347.270302787,0.023875260160341,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"284",132,8.066329958,12,347.270302787,0.02322781387658,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"285",133,7.091168825,13,347.270302787,0.0204197386534068,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"286",134,5.914045208,14,347.270302787,0.0170300920076872,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"287",135,4.740846558,15,347.270302787,0.0136517477018696,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"288",136,4.418951416,16,347.270302787,0.0127248180467375,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"289",137,4.249341025,17,347.270302787,0.0122364077518208,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"290",138,3.508494467,18,347.270302787,0.0101030650730649,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"291",139,3.4627417,19,347.270302787,0.00997131534775633,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"292",140,1.476142375,20,347.270302787,0.00425070143675775,FALSE,FALSE,"plated_03-06-23","e254a_012","E254A",1
"293",141,30.2486676068274,1,75.1806541044584,0.402346427643458,FALSE,FALSE,"plated_03-06-23","e254a_013","E254A",1
"294",142,13.1708994574027,2,75.1806541044584,0.175190008843267,FALSE,FALSE,"plated_03-06-23","e254a_013","E254A",1
"295",143,12.0663299577411,3,75.1806541044584,0.160497804940294,FALSE,FALSE,"plated_03-06-23","e254a_013","E254A",1
"296",144,11.6663299577411,4,75.1806541044584,0.155177287251738,FALSE,FALSE,"plated_03-06-23","e254a_013","E254A",1
"297",145,8.0284271247462,5,75.1806541044584,0.106788471321242,FALSE,FALSE,"plated_03-06-23","e254a_013","E254A",1
"298",146,69.94667624,1,149.256738713,0.468633288139156,TRUE,TRUE,"plated_03-06-23","e254a_014","E254A",1
"299",147,38.31892253,2,149.256738713,0.256731607969018,FALSE,FALSE,"plated_03-06-23","e254a_014","E254A",1
"300",148,24.02775371,3,149.256738713,0.160982706155747,FALSE,FALSE,"plated_03-06-23","e254a_014","E254A",1
"301",149,8.19411255,4,149.256738713,0.0548994478953218,FALSE,FALSE,"plated_03-06-23","e254a_014","E254A",1
"302",150,3.775161133,5,149.256738713,0.0252930699514955,FALSE,FALSE,"plated_03-06-23","e254a_014","E254A",1
"303",151,2.630389608,6,149.256738713,0.0176232552759837,FALSE,FALSE,"plated_03-06-23","e254a_014","E254A",1
"304",152,2.363722942,7,149.256738713,0.0158366246132787,FALSE,FALSE,"plated_03-06-23","e254a_014","E254A",1
"305",1,22.26044251,1,44.722847501,0.497742065942967,FALSE,FALSE,"plated_03-06-23","wt_000","WT",1
"306",2,12.9254834,2,44.722847501,0.289012979321386,FALSE,FALSE,"plated_03-06-23","wt_000","WT",1
"307",3,4.0418278,3,44.722847501,0.0903750102206624,FALSE,FALSE,"plated_03-06-23","wt_000","WT",1
"308",4,2.464704183,4,44.722847501,0.0551106273576361,FALSE,FALSE,"plated_03-06-23","wt_000","WT",1
"309",5,1.609475708,5,44.722847501,0.0359877735415665,FALSE,FALSE,"plated_03-06-23","wt_000","WT",1
"310",6,1.4209139,6,44.722847501,0.0317715436157823,FALSE,FALSE,"plated_03-06-23","wt_000","WT",1
"311",7,59.2800095716667,1,160.711879372241,0.36885891573928,FALSE,TRUE,"plated_03-06-23","wt_001","WT",1
"312",8,49.6002789388072,2,160.711879372241,0.308628578873893,FALSE,TRUE,"plated_03-06-23","wt_001","WT",1
"313",9,23.3318578359906,3,160.711879372241,0.145178178035921,FALSE,FALSE,"plated_03-06-23","wt_001","WT",1
"314",10,14.8200023929167,4,160.711879372241,0.0922147289348201,FALSE,FALSE,"plated_03-06-23","wt_001","WT",1
"315",11,6.35979797464468,5,160.711879372241,0.0395726688001334,FALSE,FALSE,"plated_03-06-23","wt_001","WT",1
"316",12,4,6,160.711879372241,0.0248892615506985,FALSE,FALSE,"plated_03-06-23","wt_001","WT",1
"317",13,3.31993265821489,7,160.711879372241,0.020657668065254,FALSE,FALSE,"plated_03-06-23","wt_001","WT",1
"318",14,20.5673111994585,1,68.2156420973604,0.301504326091426,FALSE,FALSE,"plated_03-06-23","wt_003","WT",1
"319",15,15.161423749154,2,68.2156420973604,0.222257290014435,FALSE,FALSE,"plated_03-06-23","wt_003","WT",1
"320",16,8.45130350811336,3,68.2156420973604,0.123890991102177,FALSE,FALSE,"plated_03-06-23","wt_003","WT",1
"321",17,6.98463684144669,4,68.2156420973604,0.102390546019898,FALSE,FALSE,"plated_03-06-23","wt_003","WT",1
"322",18,4.47417989148054,5,68.2156420973604,0.0655887675306903,FALSE,FALSE,"plated_03-06-23","wt_003","WT",1
"323",19,3.65130350811337,6,68.2156420973604,0.0535258981056291,FALSE,FALSE,"plated_03-06-23","wt_003","WT",1
"324",20,2.14280904158206,7,68.2156420973604,0.0314122828093262,FALSE,FALSE,"plated_03-06-23","wt_003","WT",1
"325",21,2.11993265821489,8,68.2156420973604,0.0310769288836896,FALSE,FALSE,"plated_03-06-23","wt_003","WT",1
"326",22,1.79803751656515,9,68.2156420973604,0.026358141055081,FALSE,FALSE,"plated_03-06-23","wt_003","WT",1
"327",23,1.76568542494924,10,68.2156420973604,0.0258838789852506,FALSE,FALSE,"plated_03-06-23","wt_003","WT",1
"328",24,1.09901875828257,11,68.2156420973604,0.0161109494023966,FALSE,FALSE,"plated_03-06-23","wt_003","WT",1
"329",25,67.9813275223095,1,312.515776610871,0.217529266072722,TRUE,TRUE,"plated_03-06-23","wt_004","WT",1
"330",26,30.0490043157529,2,312.515776610871,0.0961519595638476,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"331",27,22.4016257745093,3,312.515776610871,0.0716815836225852,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"332",28,20.2565175405668,4,312.515776610871,0.0648175838040625,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"333",29,19.5993265821489,5,312.515776610871,0.0627146789026046,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"334",30,19.4130639661929,6,312.515776610871,0.0621186686212167,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"335",31,19.2774314404991,7,312.515776610871,0.0616846664496635,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"336",32,19.2735064736294,8,312.515776610871,0.0616721071897365,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"337",33,18.5287349486125,9,312.515776610871,0.0592889586233067,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"338",34,16.268292441176,10,312.515776610871,0.0520559077612022,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"339",35,13.3444348160914,11,312.515776610871,0.0427000356935809,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"340",36,8.92548339959391,12,312.515776610871,0.028560105017378,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"341",37,7.50456949966159,13,312.515776610871,0.0240134100781923,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"342",38,5.23790283299492,14,312.515776610871,0.016760442912029,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"343",39,4.91600769134517,15,312.515776610871,0.015730430459088,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"344",40,4.48758056659898,16,312.515776610871,0.0143595328698771,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"345",41,3.77516113319797,17,312.515776610871,0.0120799057703209,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"346",42,3.35228474983079,18,312.515776610871,0.010726769656832,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"347",43,2.96176045807952,19,312.515776610871,0.00947715501021684,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"348",44,2.54280904158206,20,312.515776610871,0.00813657815665492,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"349",45,2.41895141649746,21,312.515776610871,0.00774025376488246,FALSE,FALSE,"plated_03-06-23","wt_004","WT",1
"350",46,31.06369406,1,275.956315357,0.112567433072925,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"351",47,30.93428569,2,275.956315357,0.112098487943575,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"352",48,27.09442037,3,275.956315357,0.0981837300405624,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"353",49,21.2300529,4,275.956315357,0.0769326582453279,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"354",50,20.40325155,5,275.956315357,0.0739365269593655,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"355",51,19.5882251,6,275.956315357,0.0709830651081822,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"356",52,19.39181336,7,275.956315357,0.0702713157150005,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"357",53,18.63756612,8,275.956315357,0.0675381032533678,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"358",54,15.55587301,9,275.956315357,0.0563707809689937,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"359",55,12.21306397,10,275.956315357,0.0442572367086441,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"360",56,11.85489177,11,275.956315357,0.0429593059128345,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"361",57,8.148359783,12,275.956315357,0.0295277162708112,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"362",58,7.371236166,13,275.956315357,0.0267116052642751,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"363",59,6.786599325,14,275.956315357,0.0245930205156577,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"364",60,5.9045695,15,275.956315357,0.0213967543825238,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"365",61,5.449341025,16,275.956315357,0.0197471147487612,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"366",62,5.1045695,17,275.956315357,0.0184977448093417,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"367",63,4.695093791,18,275.956315357,0.017013902308871,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"368",64,2.708494467,19,275.956315357,0.00981493923592967,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"369",65,1.8209139,20,275.956315357,0.00659855853505043,FALSE,FALSE,"plated_03-06-23","wt_005","WT",1
"370",66,21.16142375,1,122.656796487,0.172525488648669,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"371",67,17.94084656,2,122.656796487,0.146268670581997,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"372",68,16.49313131,3,122.656796487,0.134465694379586,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"373",69,14.82057719,4,122.656796487,0.120829645111193,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"374",70,11.43986532,5,122.656796487,0.0932672762345662,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"375",71,9.127445883,6,122.656796487,0.074414513866481,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"376",72,7.117970175,7,122.656796487,0.0580316001955457,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"377",73,6.782674358,8,122.656796487,0.0552979904274516,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"378",74,4.653265992,9,122.656796487,0.0379372861942728,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"379",75,4.460779216,10,122.656796487,0.0363679742481517,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"380",76,4.37319865,11,122.656796487,0.0356539447894638,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"381",77,4.285618083,12,122.656796487,0.0349399153226231,FALSE,FALSE,"plated_03-06-23","wt_006","WT",1
"382",78,32.45225586,1,171.789398616,0.188907209184313,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"383",79,23.25063009,2,171.789398616,0.135343800474976,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"384",80,21.2300529,3,171.789398616,0.123581857035634,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"385",81,11.35391052,4,171.789398616,0.0660920325204662,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"386",82,9.83594035,5,171.789398616,0.0572558052431759,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"387",83,9.592150066,6,171.789398616,0.0558366822590798,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"388",84,9.2836556,7,171.789398616,0.054040910992137,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"389",85,6.392150066,8,171.789398616,0.0372092231388989,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"390",86,5.97319865,9,171.789398616,0.0347704730217483,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"391",87,5.660779216,10,171.789398616,0.032951854198253,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"392",88,4.851303508,11,171.789398616,0.0282398305546438,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"393",89,4.782674358,12,171.789398616,0.0278403347152445,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"394",90,4.216988933,13,171.789398616,0.0245474340499102,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"395",91,3.963722942,14,171.789398616,0.0230731522080713,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"396",92,3.853265992,15,171.789398616,0.0224301733578635,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"397",93,3.830389608,16,171.789398616,0.022297008074183,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"398",94,3.596075033,17,171.789398616,0.0209330439594721,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"399",95,3.2418278,18,171.789398616,0.0188709421309894,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"400",96,2.874179891,19,171.789398616,0.0167308338823901,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"401",97,1.554247233,20,171.789398616,0.00904739899855055,FALSE,FALSE,"plated_03-06-23","wt_007","WT",1
"402",98,47.6783838,1,108.337479471,0.440091314961436,FALSE,TRUE,"plated_03-06-23","wt_008","WT",1
"403",99,25.00291484,2,108.337479471,0.230787304283674,FALSE,FALSE,"plated_03-06-23","wt_008","WT",1
"404",100,22.94606059,3,108.337479471,0.211801683979017,FALSE,FALSE,"plated_03-06-23","wt_008","WT",1
"405",101,7.592150066,4,108.337479471,0.0700787031696845,FALSE,FALSE,"plated_03-06-23","wt_008","WT",1
"406",102,5.117970175,5,108.337479471,0.0472409936061877,FALSE,FALSE,"plated_03-06-23","wt_008","WT",1
"407",103,24.94213562,1,133.280288513,0.187140468393923,FALSE,FALSE,"plated_03-06-23","wt_009","WT",1
"408",104,19.66632996,2,133.280288513,0.147556177882086,FALSE,FALSE,"plated_03-06-23","wt_009","WT",1
"409",105,18.59181336,3,133.280288513,0.139494095994447,FALSE,FALSE,"plated_03-06-23","wt_009","WT",1
"410",106,17.25455506,4,133.280288513,0.129460667083693,FALSE,FALSE,"plated_03-06-23","wt_009","WT",1
"411",107,16.32907166,5,133.280288513,0.122516779053996,FALSE,FALSE,"plated_03-06-23","wt_009","WT",1
"412",108,14.87025492,6,133.280288513,0.111571298996322,FALSE,FALSE,"plated_03-06-23","wt_009","WT",1
"413",109,10.63594035,7,133.280288513,0.0798013004673424,FALSE,FALSE,"plated_03-06-23","wt_009","WT",1
"414",110,6.451303508,8,133.280288513,0.0484040331843275,FALSE,FALSE,"plated_03-06-23","wt_009","WT",1
"415",111,4.538884075,9,133.280288513,0.0340551789438637,FALSE,FALSE,"plated_03-06-23","wt_009","WT",1
"416",112,30.58003846,1,58.263020642,0.524861878478642,FALSE,FALSE,"plated_03-06-23","wt_010","WT",1
"417",113,5.481693116,2,58.263020642,0.0940852886719096,FALSE,FALSE,"plated_03-06-23","wt_010","WT",1
"418",114,4.529408366,3,58.263020642,0.0777407061304146,FALSE,FALSE,"plated_03-06-23","wt_010","WT",1
"419",115,3.508494467,4,58.263020642,0.0602182040742123,FALSE,FALSE,"plated_03-06-23","wt_010","WT",1
"420",116,3.085618083,5,58.263020642,0.0529601460583332,FALSE,FALSE,"plated_03-06-23","wt_010","WT",1
"421",117,3.030389608,6,58.263020642,0.0520122296202316,FALSE,FALSE,"plated_03-06-23","wt_010","WT",1
"422",118,2.243790283,7,58.263020642,0.0385113963930411,FALSE,FALSE,"plated_03-06-23","wt_010","WT",1
"423",119,1.963722942,8,58.263020642,0.0337044478703944,FALSE,FALSE,"plated_03-06-23","wt_010","WT",1
"424",120,1.798037517,9,58.263020642,0.0308606985560898,FALSE,FALSE,"plated_03-06-23","wt_010","WT",1
"425",121,1.342809042,10,58.263020642,0.0230473639575084,FALSE,FALSE,"plated_03-06-23","wt_010","WT",1
"426",122,0.699018758,11,58.263020642,0.0119976401892232,FALSE,FALSE,"plated_03-06-23","wt_010","WT",1
"427",1,92.7499277873517,1,204.285781481734,0.454020476190825,TRUE,TRUE,"plated_03-20-23","E254A_000","E254A",1
"428",2,11.3405098492217,2,204.285781481734,0.0555129670159431,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"429",3,4.3408465581472,3,204.285781481734,0.0212488922462542,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"430",4,4.02842712474618,4,204.285781481734,0.0197195668515304,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"431",5,3.97319864976311,5,204.285781481734,0.0194492177622179,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"432",6,3.75228474983079,6,204.285781481734,0.0183678214049679,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"433",7,3.65130350811336,7,204.285781481734,0.0178735077969185,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"434",8,3.61895141649745,8,204.285781481734,0.0177151409669744,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"435",9,3.46274169979694,9,204.285781481734,0.0169504782696125,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"436",10,3.26470418323182,10,204.285781481734,0.015981064171731,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"437",11,3.19607503313029,11,204.285781481734,0.0156451173936257,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"438",12,3.19607503313028,12,204.285781481734,0.0156451173936256,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"439",13,3.10849446653131,13,204.285781481734,0.0152164014743691,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"440",14,2.94280904158206,14,204.285781481734,0.0144053542064316,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"441",15,2.88758056659898,15,204.285781481734,0.0141350051171191,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"442",16,2.83235209161591,16,204.285781481734,0.0138646560278066,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"443",17,2.70849446653131,17,204.285781481734,0.0132583601603888,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"444",18,2.68561808316412,18,204.285781481734,0.0131463779010203,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"445",19,2.47417989148054,19,204.285781481734,0.0121113661143459,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"446",20,2.44182779986464,20,204.285781481734,0.0119529992844019,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"447",21,2.38659932488155,21,204.285781481734,0.0116826501950893,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"448",22,2.37712361663282,22,204.285781481734,0.0116362656245137,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"449",23,2.28561808316412,23,204.285781481734,0.0111883365870399,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"450",24,2.04182779986463,24,204.285781481734,0.00999495797042146,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
"451",25,2.00947570824873,25,204.285781481734,0.00983659114047744,FALSE,FALSE,"plated_03-20-23","E254A_000","E254A",1
